left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
0,0.68,0.54,4,153,3,0,0,product_mng,MEDIUM
0,0.52,0.92,4,112,2,0,0,technical,MEDIUM
0,0.7,0.74,5,255,2,0,0,technical,MEDIUM
0,0.18,0.85,5,192,3,0,0,product_mng,HIGH
0,0.67,0.94,4,141,2,1,0,support,LOW
0,0.69,0.68,5,167,3,0,0,technical,LOW
0,0.82,0.73,4,195,5,1,0,technical,MEDIUM
0,0.61,0.71,4,281,7,0,0,sales,MEDIUM
0,0.58,0.58,3,122,3,0,0,management,HIGH
0,0.85,0.49,3,258,3,0,0,sales,MEDIUM
0,0.49,0.58,3,136,4,1,0,technical,LOW
0,0.84,0.59,4,216,2,0,0,support,LOW
0,0.99,0.55,3,197,2,0,0,IT,MEDIUM
0,0.61,0.88,2,206,4,0,0,support,MEDIUM
0,0.62,0.68,3,134,2,0,0,sales,MEDIUM
0,0.61,0.87,4,262,3,0,0,technical,LOW
0,0.72,0.75,4,211,4,0,0,sales,MEDIUM
0,0.61,0.6,5,144,6,0,0,technical,MEDIUM
0,0.48,0.5,5,202,4,0,0,IT,MEDIUM
0,0.64,0.96,3,109,4,0,0,IT,MEDIUM
0,1,0.89,3,189,3,0,0,sales,LOW
0,0.61,0.82,3,224,3,0,0,technical,LOW
0,0.81,0.85,4,134,10,1,0,management,MEDIUM
0,0.54,0.93,4,184,2,1,0,marketing,MEDIUM
0,0.77,0.72,5,282,4,0,0,sales,LOW
0,0.7,0.88,4,245,2,0,0,support,LOW
0,0.88,0.59,5,147,4,0,0,sales,HIGH
0,0.97,0.87,2,175,6,0,0,support,HIGH
0,0.72,0.81,4,144,2,0,0,IT,LOW
0,0.15,0.4,3,236,5,0,0,hr,MEDIUM
0,0.5,0.65,3,215,2,0,0,technical,LOW
0,0.5,0.78,4,185,3,0,0,RandD,HIGH
0,0.61,0.76,4,108,10,0,0,sales,MEDIUM
0,0.2,0.98,3,180,6,0,0,sales,MEDIUM
0,0.7,0.87,3,202,2,0,0,management,LOW
0,0.94,0.51,3,242,3,0,0,sales,MEDIUM
0,0.53,0.53,4,257,2,0,0,management,HIGH
0,0.61,0.7,5,194,3,0,0,sales,LOW
0,0.65,0.99,4,200,4,0,0,technical,LOW
0,0.79,0.87,4,223,5,0,0,sales,MEDIUM
0,0.85,0.57,5,210,3,0,0,sales,LOW
0,0.66,0.81,4,148,4,0,0,product_mng,LOW
0,0.77,0.54,3,202,4,0,0,management,MEDIUM
0,0.77,0.68,3,214,8,1,0,management,HIGH
0,0.55,0.65,5,138,2,0,0,technical,MEDIUM
0,0.99,0.61,3,167,3,0,0,sales,MEDIUM
0,0.9,0.88,4,174,3,0,0,RandD,LOW
0,0.73,0.75,5,265,3,0,0,RandD,LOW
0,0.78,0.66,4,214,2,0,0,technical,LOW
0,0.78,0.79,3,203,2,0,0,sales,LOW
0,0.99,0.71,4,155,3,0,0,sales,LOW
0,0.53,0.6,5,247,3,0,0,technical,LOW
0,0.53,0.8,2,202,7,1,1,management,HIGH
0,0.62,0.64,5,150,3,1,0,technical,MEDIUM
0,0.64,0.63,3,156,6,1,0,support,LOW
0,0.61,0.97,5,151,3,0,0,RandD,MEDIUM
0,0.79,0.94,3,204,2,1,0,sales,LOW
0,0.92,0.94,2,224,2,0,0,sales,LOW
0,0.76,0.5,4,245,3,0,0,hr,LOW
0,0.7,0.88,4,191,3,1,0,support,LOW
0,0.44,0.83,4,210,2,0,0,IT,MEDIUM
0,0.88,0.83,4,202,10,0,0,sales,MEDIUM
0,0.74,0.71,3,221,2,0,0,support,MEDIUM
0,0.61,0.42,6,101,4,0,0,technical,MEDIUM
0,0.25,0.82,5,244,5,1,0,sales,MEDIUM
0,0.82,0.59,5,170,3,0,0,product_mng,LOW
0,0.78,0.87,4,264,3,0,0,accounting,MEDIUM
0,0.61,0.71,4,153,5,0,0,IT,MEDIUM
0,0.68,0.85,4,203,2,0,0,technical,LOW
0,0.67,0.71,4,159,2,1,0,technical,MEDIUM
0,0.65,0.71,3,221,2,0,0,sales,MEDIUM
0,0.9,0.53,3,270,3,0,0,sales,MEDIUM
0,0.72,0.89,3,221,3,0,0,sales,LOW
0,0.77,0.9,4,163,3,0,0,technical,LOW
0,0.9,0.67,4,233,3,0,1,sales,MEDIUM
0,0.79,0.62,5,167,3,0,0,sales,LOW
0,0.64,0.91,4,150,3,0,0,technical,LOW
0,0.61,0.59,3,214,2,0,0,hr,LOW
0,0.61,0.63,3,143,3,1,0,IT,LOW
0,0.99,0.77,5,222,2,0,0,accounting,MEDIUM
0,0.22,1,6,244,3,0,0,IT,MEDIUM
0,0.77,0.93,3,202,3,0,0,management,HIGH
0,0.99,0.92,4,229,2,0,0,technical,MEDIUM
0,0.58,0.96,3,192,4,0,0,RandD,MEDIUM
0,0.74,1,4,199,4,0,0,management,HIGH
0,0.61,0.66,4,251,3,0,0,RandD,LOW
0,0.58,0.8,4,113,3,0,0,IT,MEDIUM
0,0.69,0.52,5,219,3,0,0,sales,LOW
0,0.98,0.76,4,221,3,1,0,technical,LOW
0,0.64,0.71,3,231,4,0,0,technical,MEDIUM
0,0.65,0.96,5,226,2,1,0,marketing,MEDIUM
0,0.76,0.93,3,271,5,0,0,hr,LOW
0,0.5,1,4,258,3,0,0,sales,MEDIUM
0,0.51,0.97,4,258,2,0,0,sales,MEDIUM
0,0.69,0.84,3,202,3,1,0,sales,HIGH
0,0.57,0.46,2,100,6,1,1,marketing,MEDIUM
0,0.58,0.65,4,248,4,0,0,marketing,HIGH
0,0.81,0.98,5,243,6,0,0,sales,MEDIUM
0,0.48,0.87,3,236,2,0,0,IT,LOW
0,0.8,0.78,4,234,3,0,0,sales,MEDIUM
0,0.55,0.65,3,207,3,0,0,technical,LOW
0,0.92,0.97,4,201,2,0,0,sales,MEDIUM
0,0.64,0.79,4,274,2,1,0,technical,LOW
0,0.89,0.71,5,194,3,0,0,hr,LOW
0,0.52,0.59,6,104,4,0,0,product_mng,MEDIUM
0,0.69,0.72,4,210,2,1,0,sales,HIGH
0,0.3,0.53,3,210,6,0,0,marketing,MEDIUM
0,0.84,0.74,3,139,3,0,0,sales,MEDIUM
0,0.72,0.54,3,226,2,1,0,sales,LOW
0,0.89,0.85,4,201,2,1,0,support,LOW
0,0.5,0.96,4,274,3,0,0,sales,LOW
0,0.61,0.97,4,243,3,0,0,IT,HIGH
0,0.9,0.65,3,254,2,0,0,support,HIGH
0,0.61,0.51,4,233,3,0,0,sales,LOW
0,0.82,0.75,3,230,4,1,0,accounting,MEDIUM
0,0.6,0.49,2,194,4,0,0,sales,LOW
0,0.7,0.6,5,208,3,0,0,management,MEDIUM
0,0.93,0.59,3,233,3,0,0,technical,LOW
0,0.61,0.57,3,162,3,1,0,sales,MEDIUM
0,0.89,0.78,3,185,2,1,0,technical,MEDIUM
0,0.83,0.92,4,187,6,1,0,product_mng,LOW
0,0.78,0.98,5,158,2,0,0,marketing,MEDIUM
0,0.51,0.71,4,208,3,1,0,marketing,LOW
0,0.6,0.63,4,192,3,0,0,support,LOW
0,0.66,0.63,3,201,4,0,0,management,MEDIUM
0,0.52,0.83,4,210,2,0,0,product_mng,MEDIUM
0,0.72,0.96,3,143,3,0,0,sales,LOW
0,0.34,0.62,2,257,6,1,0,support,LOW
0,0.66,0.65,3,234,2,0,0,marketing,MEDIUM
0,0.92,0.51,5,214,3,0,0,hr,LOW
0,0.66,0.99,4,209,3,0,0,sales,MEDIUM
0,0.63,0.76,4,217,2,1,0,IT,MEDIUM
0,0.5,0.75,5,202,6,0,0,technical,MEDIUM
0,0.89,0.57,4,176,4,0,0,support,HIGH
0,0.16,0.73,4,197,2,0,0,technical,LOW
0,0.63,0.89,3,239,3,0,0,IT,MEDIUM
0,0.6,0.53,5,103,2,0,0,sales,LOW
0,0.93,0.6,5,170,2,0,0,technical,MEDIUM
0,0.63,0.81,3,215,3,0,0,support,MEDIUM
0,0.25,0.64,4,226,5,0,0,management,MEDIUM
0,0.81,0.92,4,268,3,0,0,sales,LOW
0,0.61,0.83,3,177,4,0,0,technical,LOW
0,0.5,0.77,3,265,3,0,0,IT,MEDIUM
0,0.16,0.73,6,170,3,0,0,technical,LOW
0,0.77,0.64,3,254,3,0,0,accounting,MEDIUM
0,0.67,0.8,4,202,2,0,0,support,MEDIUM
0,0.16,0.82,6,202,4,1,1,sales,MEDIUM
0,0.81,0.78,3,165,3,0,0,technical,HIGH
0,0.16,0.63,5,266,7,0,0,IT,LOW
0,0.74,0.83,4,210,3,0,0,support,LOW
0,0.61,0.97,4,153,3,0,0,accounting,MEDIUM
0,0.14,0.9,4,198,4,0,0,technical,MEDIUM
0,0.22,0.53,4,244,2,0,0,support,MEDIUM
0,0.64,0.97,4,268,2,0,0,technical,LOW
0,0.95,0.84,3,261,8,1,1,hr,MEDIUM
0,0.72,0.65,4,224,3,0,0,support,LOW
0,0.9,0.62,4,258,3,0,0,technical,MEDIUM
0,0.62,0.73,3,138,3,0,0,RandD,MEDIUM
0,0.73,0.49,4,200,2,1,0,technical,LOW
0,0.71,0.68,4,221,4,0,0,technical,MEDIUM
0,0.61,0.65,6,210,5,0,0,management,HIGH
0,0.72,0.95,3,145,2,0,0,RandD,LOW
0,0.92,0.81,4,206,2,0,0,hr,MEDIUM
0,0.57,0.54,3,159,3,1,0,accounting,MEDIUM
0,0.45,0.63,5,111,5,0,0,management,MEDIUM
0,0.8,0.68,3,160,3,0,0,RandD,LOW
0,0.37,0.49,3,177,3,0,0,marketing,HIGH
0,0.77,0.4,4,207,5,0,0,support,LOW
0,0.78,0.51,4,278,3,0,0,management,MEDIUM
0,0.79,0.97,5,208,4,1,0,technical,MEDIUM
0,0.77,0.82,4,134,3,0,1,sales,LOW
0,0.7,0.71,4,214,3,0,1,management,MEDIUM
0,0.76,0.67,5,243,3,0,0,sales,LOW
0,0.67,0.59,3,177,3,1,0,IT,LOW
0,0.61,0.85,5,179,5,0,0,support,LOW
0,0.52,0.37,2,118,2,0,0,product_mng,HIGH
0,0.5,0.96,5,229,4,0,0,marketing,MEDIUM
0,0.97,0.77,4,208,2,0,0,technical,MEDIUM
0,0.93,0.89,4,209,2,0,0,RandD,MEDIUM
0,0.69,0.65,3,153,2,0,0,marketing,MEDIUM
0,0.6,0.54,3,265,3,1,0,sales,MEDIUM
0,0.93,0.78,2,188,2,0,0,sales,LOW
0,0.65,0.49,4,184,4,0,0,technical,MEDIUM
0,0.5,0.78,3,228,2,0,0,RandD,LOW
0,0.98,0.89,3,150,3,0,0,support,HIGH
0,0.79,0.65,5,215,2,1,0,sales,MEDIUM
0,0.44,0.61,3,147,4,0,0,RandD,LOW
0,0.98,0.72,5,188,3,0,0,technical,LOW
0,0.49,0.94,4,175,3,0,0,sales,MEDIUM
0,0.58,0.77,4,140,3,0,0,RandD,LOW
0,0.65,0.85,4,172,3,0,0,sales,MEDIUM
0,0.91,0.55,3,223,3,0,0,IT,LOW
0,0.91,0.88,5,210,2,1,0,sales,LOW
0,0.69,0.89,5,201,2,0,0,support,LOW
0,0.69,0.91,4,128,3,1,0,sales,MEDIUM
0,0.68,0.85,3,243,4,0,0,technical,MEDIUM
0,0.66,0.48,3,192,3,1,0,sales,LOW
0,0.53,0.69,4,135,3,0,0,product_mng,LOW
0,0.71,0.93,5,140,8,0,0,marketing,MEDIUM
0,0.61,0.85,6,245,5,0,0,sales,MEDIUM
0,0.85,0.67,4,163,3,0,0,technical,LOW
0,0.61,0.98,3,267,3,0,0,technical,LOW
0,0.61,0.54,6,193,4,0,0,support,MEDIUM
0,0.54,0.75,3,181,3,0,0,accounting,LOW
0,0.94,0.66,5,219,3,0,0,support,LOW
0,0.75,0.53,3,154,2,0,0,sales,MEDIUM
0,0.85,0.85,3,182,3,0,0,sales,LOW
0,0.66,0.71,2,104,3,1,0,support,MEDIUM
0,0.52,0.96,6,166,5,1,0,technical,MEDIUM
0,0.73,0.85,5,224,4,0,0,IT,LOW
0,0.64,0.96,4,202,5,0,0,sales,MEDIUM
0,0.64,0.66,3,188,4,0,0,sales,MEDIUM
0,0.93,0.96,4,223,3,1,0,support,HIGH
0,0.55,0.48,4,271,6,1,0,sales,HIGH
0,0.83,0.84,3,249,2,0,0,support,MEDIUM
0,0.35,0.81,6,256,3,0,0,RandD,MEDIUM
0,0.94,0.91,3,163,3,0,0,support,MEDIUM
0,0.95,0.52,3,183,2,1,0,sales,LOW
0,0.28,0.55,4,208,4,0,0,marketing,MEDIUM
0,0.71,0.53,4,196,2,1,0,sales,LOW
0,0.91,0.9,4,174,3,0,0,support,LOW
0,1,0.88,4,252,4,0,0,accounting,LOW
0,0.81,0.64,4,213,3,0,0,support,MEDIUM
0,0.69,0.98,3,269,3,1,0,sales,MEDIUM
0,0.65,0.96,2,246,2,1,0,IT,LOW
0,0.67,0.63,3,202,3,0,0,technical,MEDIUM
0,0.5,0.48,3,246,3,0,0,RandD,MEDIUM
0,0.94,0.48,4,202,4,0,0,accounting,LOW
0,0.97,0.65,3,181,3,0,0,sales,LOW
0,0.83,0.72,3,165,3,0,0,sales,LOW
0,0.54,0.76,2,166,4,0,0,support,MEDIUM
0,0.77,0.74,4,202,4,0,0,support,MEDIUM
0,0.16,0.76,4,223,4,0,0,technical,LOW
0,0.91,0.61,2,272,2,0,0,sales,LOW
0,0.5,0.48,2,106,2,0,0,support,HIGH
0,0.93,0.55,5,222,2,0,0,sales,LOW
0,0.25,0.62,6,271,5,0,0,sales,LOW
0,0.57,0.55,4,177,8,0,0,sales,LOW
0,0.56,0.9,4,115,3,0,0,technical,MEDIUM
0,0.6,0.91,5,211,3,0,0,sales,LOW
0,0.58,0.59,3,207,7,0,1,management,MEDIUM
0,0.58,0.72,4,170,2,0,0,sales,MEDIUM
0,0.98,0.77,5,223,2,1,0,support,MEDIUM
0,0.48,0.67,4,220,3,0,1,management,MEDIUM
0,0.59,0.42,3,196,3,0,0,product_mng,LOW
0,0.61,0.66,4,191,2,0,0,technical,LOW
0,0.53,0.73,3,163,3,1,0,IT,LOW
0,0.49,0.6,4,264,2,1,0,product_mng,LOW
0,0.89,0.61,3,211,2,0,0,support,LOW
0,0.55,0.93,4,251,4,1,0,RandD,LOW
0,0.61,0.62,3,176,3,0,0,accounting,HIGH
0,0.51,0.85,4,186,2,0,0,product_mng,LOW
0,0.56,0.59,5,209,2,1,0,hr,HIGH
0,0.53,0.49,3,191,3,0,0,support,HIGH
0,0.59,0.95,5,254,2,0,0,technical,MEDIUM
0,0.65,0.98,3,252,2,0,0,product_mng,HIGH
0,0.38,0.77,2,170,3,0,0,technical,HIGH
0,0.95,0.66,4,223,10,0,0,IT,LOW
0,0.43,0.92,5,151,4,0,0,technical,LOW
0,0.53,0.62,3,185,3,0,0,marketing,MEDIUM
0,0.23,0.84,5,131,5,0,0,sales,LOW
0,0.19,0.48,6,202,3,1,0,sales,MEDIUM
0,0.38,0.59,4,276,2,0,0,product_mng,LOW
0,0.88,0.74,5,245,2,0,0,sales,MEDIUM
0,0.62,0.79,4,216,2,1,0,technical,LOW
0,0.59,0.99,5,254,3,1,0,sales,LOW
0,0.62,0.88,2,263,4,0,0,support,MEDIUM
0,0.99,0.48,3,104,3,0,0,product_mng,MEDIUM
0,0.8,0.96,3,161,3,0,0,technical,LOW
0,0.76,0.72,3,154,2,0,0,IT,LOW
0,0.49,0.87,3,212,2,0,0,product_mng,MEDIUM
0,0.93,0.8,4,248,3,0,0,sales,LOW
0,0.61,0.72,2,233,5,1,0,technical,LOW
0,1,0.89,4,202,3,0,0,technical,LOW
0,0.31,0.72,3,266,7,0,0,sales,LOW
0,0.64,0.99,4,180,4,0,0,product_mng,MEDIUM
0,0.74,0.51,4,185,2,1,0,support,LOW
0,0.5,0.53,3,121,4,0,0,support,LOW
0,0.61,0.46,2,202,2,0,0,IT,MEDIUM
0,0.78,0.98,5,252,3,0,0,sales,HIGH
0,0.89,0.85,3,166,3,0,0,support,MEDIUM
0,0.7,0.57,5,247,3,0,0,RandD,LOW
0,0.6,0.95,4,164,4,0,0,sales,MEDIUM
0,0.61,0.9,3,200,3,0,0,support,LOW
0,0.52,0.98,5,217,2,1,0,technical,LOW
0,0.29,0.65,5,110,5,1,0,sales,LOW
0,0.92,0.94,2,224,2,0,0,sales,LOW
0,0.59,0.92,3,138,10,0,0,support,LOW
0,0.58,0.92,3,232,5,0,0,marketing,MEDIUM
0,0.8,0.72,4,173,3,0,0,accounting,LOW
0,0.55,0.72,3,149,3,0,0,management,LOW
0,0.81,0.62,4,153,4,0,0,RandD,LOW
0,0.44,0.52,3,269,4,0,0,technical,LOW
0,0.68,0.57,5,187,4,0,0,technical,HIGH
0,0.78,0.9,4,104,4,0,0,RandD,LOW
0,0.79,0.66,4,243,3,0,0,sales,MEDIUM
0,0.8,0.85,5,242,3,0,0,support,HIGH
0,0.56,0.85,5,245,3,0,0,IT,HIGH
0,0.76,0.57,4,266,3,0,0,sales,LOW
0,0.69,0.68,4,202,3,0,0,technical,LOW
0,0.5,0.83,5,258,2,0,0,IT,LOW
0,0.66,0.67,5,148,3,0,0,accounting,MEDIUM
0,0.37,0.46,3,173,6,0,0,RandD,MEDIUM
0,0.9,0.57,4,185,3,1,0,technical,MEDIUM
0,0.7,0.9,5,246,2,0,0,support,MEDIUM
0,0.59,0.89,5,143,3,1,0,IT,LOW
0,0.99,0.68,4,190,3,0,0,technical,LOW
0,0.92,0.89,3,220,2,0,0,technical,LOW
0,0.68,0.7,4,185,4,0,0,technical,MEDIUM
0,0.3,0.37,6,278,3,0,0,technical,LOW
0,0.81,0.66,3,181,2,1,0,sales,MEDIUM
0,0.5,0.88,4,147,3,0,0,support,MEDIUM
0,0.85,0.59,5,236,3,0,0,sales,LOW
0,0.68,0.72,3,146,3,0,0,technical,LOW
0,0.14,0.98,6,221,5,0,0,IT,LOW
0,0.62,0.71,2,202,4,1,0,marketing,MEDIUM
0,0.84,0.89,4,187,2,1,0,IT,LOW
0,0.82,0.65,4,210,2,0,0,accounting,MEDIUM
0,0.55,0.4,3,139,8,0,1,hr,MEDIUM
0,0.55,0.76,4,233,4,0,0,IT,LOW
0,0.68,0.83,3,133,3,0,0,hr,LOW
0,0.74,0.87,5,224,2,0,0,support,MEDIUM
0,0.65,0.6,3,202,2,0,0,support,HIGH
0,0.3,0.39,3,193,3,1,0,IT,LOW
0,0.61,0.84,3,147,8,0,0,accounting,MEDIUM
0,0.61,0.66,3,155,2,0,0,sales,LOW
0,0.88,0.85,4,231,3,0,0,product_mng,LOW
0,0.42,0.73,3,108,4,0,0,technical,LOW
0,0.68,0.55,4,215,4,0,0,sales,HIGH
0,0.35,0.37,4,153,2,0,0,sales,MEDIUM
0,0.67,0.61,3,202,2,0,0,technical,MEDIUM
0,0.57,0.37,3,108,4,0,0,technical,LOW
0,0.66,0.59,5,262,2,0,0,technical,MEDIUM
0,1,0.49,3,185,2,0,0,sales,LOW
0,0.65,0.88,4,173,3,0,0,management,MEDIUM
0,0.99,0.62,4,140,2,1,0,support,LOW
0,0.61,0.72,3,261,2,0,0,accounting,LOW
0,0.88,0.58,4,215,2,0,0,sales,LOW
0,0.53,0.72,3,150,3,0,0,support,LOW
0,0.51,0.71,4,157,3,0,0,IT,MEDIUM
0,0.76,0.82,4,170,6,0,0,sales,MEDIUM
0,0.5,0.72,4,266,2,0,0,RandD,LOW
0,0.94,0.76,4,261,6,0,0,technical,MEDIUM
0,0.85,0.6,5,202,2,0,0,technical,MEDIUM
0,0.16,0.73,4,197,2,0,0,technical,LOW
0,0.9,0.85,4,279,6,0,0,support,MEDIUM
0,0.78,0.96,3,202,4,1,0,marketing,MEDIUM
0,0.65,0.88,4,173,3,0,0,management,MEDIUM
0,0.5,0.5,3,237,2,0,0,technical,MEDIUM
0,0.99,0.54,4,236,4,0,0,sales,LOW
0,0.67,0.58,3,246,3,0,0,technical,MEDIUM
0,0.75,0.5,4,155,2,1,0,hr,LOW
0,0.5,0.6,2,177,3,1,0,IT,MEDIUM
0,0.76,0.72,3,242,5,1,0,technical,MEDIUM
0,0.61,0.6,4,170,2,1,0,product_mng,LOW
0,0.15,0.74,6,144,7,0,1,management,HIGH
0,0.48,0.93,3,150,10,0,0,technical,LOW
0,0.6,0.59,5,266,2,0,0,RandD,LOW
0,0.69,0.82,4,252,3,1,0,IT,MEDIUM
0,0.76,0.95,2,156,4,0,0,support,HIGH
0,0.81,0.55,3,199,2,1,0,IT,MEDIUM
0,0.99,0.67,3,200,2,0,0,technical,LOW
0,0.51,0.87,3,180,4,0,0,hr,LOW
0,0.57,0.39,4,202,3,0,0,product_mng,HIGH
0,0.8,0.62,4,216,2,0,0,marketing,MEDIUM
0,0.5,0.46,3,165,3,0,0,RandD,LOW
0,0.6,0.68,4,271,4,0,0,technical,LOW
0,0.65,0.61,5,167,8,0,0,sales,LOW
0,0.68,0.85,2,180,6,0,0,sales,MEDIUM
0,0.5,0.78,4,208,3,1,0,technical,MEDIUM
0,0.7,0.82,3,202,3,0,0,IT,LOW
0,0.83,0.99,3,226,3,0,0,support,MEDIUM
0,0.91,0.79,5,202,4,1,0,support,MEDIUM
0,0.56,0.97,5,163,2,0,0,management,HIGH
0,0.41,0.63,2,145,2,0,0,product_mng,LOW
0,0.16,0.68,5,149,7,1,0,sales,MEDIUM
0,0.49,0.52,3,202,2,0,0,technical,HIGH
0,0.32,0.5,2,143,3,0,0,technical,HIGH
0,0.6,0.9,5,139,3,0,0,sales,LOW
0,0.61,0.79,3,284,10,0,0,sales,LOW
0,0.9,0.69,3,231,4,0,0,support,MEDIUM
0,0.97,0.95,5,201,2,0,0,technical,LOW
0,0.53,0.74,3,135,2,0,0,marketing,LOW
0,0.69,0.75,4,261,3,0,0,hr,MEDIUM
0,0.64,0.66,5,157,2,0,0,product_mng,LOW
0,0.68,0.83,5,267,3,0,0,RandD,MEDIUM
0,0.91,0.59,3,134,2,1,0,technical,MEDIUM
0,0.75,0.66,4,202,2,0,0,support,LOW
0,0.97,0.9,5,262,3,0,0,sales,MEDIUM
0,0.61,0.61,4,158,6,0,0,technical,MEDIUM
0,0.61,0.51,3,156,3,1,0,marketing,MEDIUM
0,0.85,0.55,2,207,6,0,0,sales,LOW
0,0.84,0.65,3,134,3,0,0,technical,MEDIUM
0,0.61,0.63,4,202,4,0,0,technical,MEDIUM
0,0.56,0.74,3,154,2,0,0,hr,MEDIUM
0,0.56,0.73,4,134,3,0,0,accounting,MEDIUM
0,0.61,0.84,3,206,2,0,0,technical,LOW
0,0.29,0.8,5,103,6,0,0,sales,MEDIUM
0,0.26,0.69,4,180,3,1,0,accounting,LOW
0,0.83,0.84,2,149,3,0,0,sales,LOW
0,0.83,0.57,3,232,4,0,0,hr,MEDIUM
0,0.45,0.42,4,140,2,0,0,sales,LOW
0,0.6,0.61,4,140,4,0,0,sales,MEDIUM
0,0.85,0.54,3,185,10,0,1,management,HIGH
0,0.99,0.54,4,239,3,0,0,marketing,LOW
0,0.67,0.83,3,202,3,0,0,technical,LOW
0,0.81,0.77,5,251,2,0,0,sales,LOW
0,0.57,0.9,5,145,3,0,0,accounting,LOW
0,0.98,0.55,3,166,6,1,0,sales,MEDIUM
0,0.61,0.51,4,202,3,1,0,sales,LOW
0,0.97,0.91,2,112,5,0,0,IT,LOW
0,0.78,0.9,4,238,2,0,0,support,LOW
0,0.81,0.76,4,177,3,0,0,support,MEDIUM
0,0.61,0.62,4,253,7,0,0,sales,MEDIUM
0,0.89,0.49,4,275,3,0,0,management,MEDIUM
0,0.76,0.81,5,270,4,0,0,technical,MEDIUM
0,0.29,0.66,3,256,2,1,0,sales,MEDIUM
0,0.74,0.72,5,196,3,0,0,marketing,LOW
0,0.35,0.52,3,155,3,0,0,sales,LOW
0,0.84,0.85,4,185,3,1,0,IT,MEDIUM
0,0.89,0.87,4,209,2,0,0,IT,MEDIUM
0,0.81,0.5,5,205,3,0,0,sales,MEDIUM
0,0.71,0.55,5,262,3,0,0,support,MEDIUM
0,0.59,0.9,4,173,3,0,0,support,MEDIUM
0,0.68,0.76,3,202,4,0,0,support,LOW
0,0.8,0.9,4,211,8,0,0,accounting,MEDIUM
0,0.66,0.84,5,187,2,1,0,RandD,LOW
0,0.79,0.74,5,172,2,0,0,product_mng,LOW
0,0.14,0.81,4,138,3,1,0,sales,HIGH
0,0.52,0.98,5,217,2,1,0,technical,LOW
0,0.82,0.75,3,161,3,0,0,sales,LOW
0,0.49,0.71,4,246,2,0,0,product_mng,MEDIUM
0,0.49,0.61,3,181,3,0,0,product_mng,MEDIUM
0,0.49,0.8,3,238,4,0,0,product_mng,LOW
0,0.56,0.91,4,188,2,1,0,sales,LOW
0,0.5,0.7,4,201,4,0,0,RandD,MEDIUM
0,0.59,0.61,3,210,2,0,0,sales,MEDIUM
0,0.14,0.66,5,281,4,1,0,accounting,MEDIUM
0,0.97,0.97,5,171,2,0,0,sales,HIGH
0,0.77,0.76,2,216,3,1,0,accounting,MEDIUM
0,0.61,0.75,2,100,4,0,0,technical,LOW
0,0.99,0.71,3,191,3,0,0,IT,LOW
0,0.66,0.57,4,161,7,0,1,management,MEDIUM
0,0.51,0.84,4,224,2,0,0,accounting,MEDIUM
0,0.55,0.4,3,158,3,0,0,hr,LOW
0,0.93,0.98,4,189,10,0,0,sales,MEDIUM
0,0.84,0.95,4,208,3,1,0,support,MEDIUM
0,0.41,0.59,2,182,3,0,0,technical,MEDIUM
0,0.71,0.79,3,134,3,0,0,sales,MEDIUM
0,0.85,0.66,4,155,4,0,0,hr,HIGH
0,0.98,0.61,3,226,2,0,0,hr,LOW
0,0.92,0.81,3,196,2,0,0,sales,MEDIUM
0,0.58,0.79,5,262,2,0,0,sales,HIGH
0,0.64,0.74,4,157,4,0,0,accounting,LOW
0,0.61,0.93,4,202,3,0,0,support,MEDIUM
0,0.68,0.58,4,186,2,0,0,sales,MEDIUM
0,0.89,0.52,3,190,3,0,0,RandD,MEDIUM
0,0.61,0.66,3,270,2,0,0,product_mng,LOW
0,0.59,0.89,5,169,2,1,0,marketing,LOW
0,0.61,0.5,4,159,2,0,0,product_mng,LOW
0,0.93,0.82,4,175,3,0,0,IT,LOW
0,0.61,0.71,4,250,3,1,0,sales,LOW
0,0.97,0.64,4,238,10,1,0,product_mng,MEDIUM
0,0.59,0.69,4,226,3,0,0,product_mng,LOW
0,0.83,0.57,3,135,3,1,0,support,LOW
0,0.36,0.4,2,105,3,0,0,RandD,LOW
0,0.77,0.76,5,149,2,0,0,technical,MEDIUM
0,0.92,0.76,4,258,2,0,0,hr,MEDIUM
0,0.64,0.57,5,149,3,1,0,product_mng,MEDIUM
0,0.14,0.46,2,267,6,1,0,support,LOW
0,0.15,0.67,5,249,5,0,0,support,HIGH
0,0.78,0.96,3,248,3,0,0,IT,MEDIUM
0,0.95,0.58,5,169,2,0,0,support,LOW
0,0.83,0.53,3,232,3,1,0,product_mng,LOW
0,0.19,0.94,4,196,5,0,0,technical,LOW
0,0.74,0.5,5,131,3,0,0,accounting,LOW
0,0.93,0.62,4,202,2,0,0,IT,MEDIUM
0,0.6,0.6,4,147,3,0,0,support,LOW
0,0.97,0.9,3,255,2,0,0,technical,LOW
0,0.91,0.74,3,150,2,0,0,accounting,MEDIUM
0,0.91,0.85,3,248,3,0,0,sales,MEDIUM
0,0.95,0.48,5,214,6,1,1,sales,MEDIUM
0,0.3,0.88,5,245,4,0,0,hr,LOW
0,0.51,0.91,4,194,2,0,0,technical,MEDIUM
0,0.55,0.87,4,200,3,0,0,marketing,LOW
0,0.72,0.67,5,210,2,0,0,management,MEDIUM
0,0.29,0.57,5,98,5,0,0,hr,MEDIUM
0,0.4,1,6,206,2,0,0,sales,LOW
0,0.25,0.41,3,133,6,1,0,sales,LOW
